Company Name,Type,RSSD ID,City,State,MRQ,Total Assets,PCO Tangible Common Equity
[Do not alter shaded columns]                             QA Field ID,,,,,,,3270
Field Type,,,,,,,BHC-SP
Period,,,,,,,6/30/25
Duration,,,,,,MRQ,
"Grant Bancshares, Inc.",BHC-SP,3203138,Natchitoches,LA,6/30/2025,"1,379,876","58,143"
"Freedom Bancshares Of Southern Missouri, Inc.",BHC-SP,3216754,Cassville,MO,6/30/2025,"742,804","56,584"
"Citizens Bancorp Of Virginia, Inc.",BHC-SP,3219474,Blackstone,VA,6/30/2025,"561,809","73,536"
"First Southwest Bancorporation, Inc.",BHC-SP,3228681,Alamosa,CO,6/30/2025,"626,381","26,552"
"OptimumBank Holdings, Inc.",BHC-SP,3251661,Fort Lauderdale,FL,6/30/2025,"999,127","75,298"
"Brownsboro Bancshares, Inc.",BHC-SP,3306561,Brownsboro,TX,6/30/2025,"124,910","3,095"
Salish And Kootenai Bancorporation,BHC-SP,3346624,Polson,MT,6/30/2025,"176,257","17,149"
"Vision Bancshares, Inc.",BHC-SP,3357068,Saint Louis Park,MN,6/30/2025,"266,023","25,780"
"Peoples Bancshares Of Tn, Inc.",BHC-SP,3403161,Madisonville,TN,6/30/2025,"433,708","31,082"
"Enterprise Financial Services Group, Inc.",BHC-SP,3417195,Allison Park,PA,6/30/2025,"481,617","37,542"
"Signature Bancorporation, Inc.",BHC-SP,3437492,Rosemont,IL,6/30/2025,"2,000,536","196,307"
"Coastal Affiliates, Mhc",BHC-SP,3444801,Hyannis,MA,6/30/2025,"1,635,763","128,202"
"Cogent Bancorp, Inc.",BHC-SP,3458040,Orlando,FL,6/30/2025,"2,260,178","179,791"
Bor Bancorp,BHC-SP,3468209,Rothville,MO,6/30/2025,"133,670","3,896"
"Blue Lion Bancshares, Inc.",BHC-SP,3470444,Prairie Village,KS,6/30/2025,"157,794","15,381"
"Century Bancshares Of Florida, Inc.",BHC-SP,3492790,Tampa,FL,6/30/2025,"100,088","8,681"
"Relations Bancshares, Inc.",BHC-SP,3569049,Jasper,AL,6/30/2025,"97,488","9,549"
"Fsb Bancshares, Inc.",BHC-SP,3602058,Oklahoma City,OK,6/30/2025,"228,378","8,591"
"Solera National Bancorp, Inc.",BHC-SP,3607549,Lakewood,CO,6/30/2025,"1,239,051","92,345"
Commerce Financial Corporation,BHC-SP,3681905,San Antonio,TX,6/30/2025,"63,108","8,103"
Oak Valley Bancorp,BHC-SP,3726440,Oakdale,CA,6/30/2025,"1,920,909","185,805"
Community Fsb Holding Company,BHC-SP,3793125,Woodhaven,NY,6/30/2025,"812,764","82,986"
"Forward Financial, Inc.",BHC-SP,3817115,Marshfield,WI,6/30/2025,"1,125,940","73,465"
"Coastal Carolina Bancshares, Inc.",BHC-SP,3823817,Myrtle Beach,SC,6/30/2025,"1,187,475","80,705"
"Citizens Community Bancorp, Inc.",BHC-SP,3823929,Eau Claire,WI,6/30/2025,"1,735,164","183,462"
"Hebbronville Regional Bancshares, Inc.",BHC-SP,3828241,Hebbronville,TX,6/30/2025,"93,106","11,942"
"Sound Financial Bancorp, Inc.",BHC-SP,3843646,Seattle,WA,6/30/2025,"1,058,241","106,003"
"Mutual Federal Bancorp, Mhc",BHC-SP,3849013,Chicago,IL,6/30/2025,"97,490","13,070"
Forward Mutual Holding Company,BHC-SP,3851388,Marshfield,WI,6/30/2025,"1,126,169","73,793"
"Western New England Bancorp, Inc.",BHC-SP,3866382,Westfield,MA,6/30/2025,"2,713,566","239,428"
First State Bank Of The Florida Keys Holding Company,BHC-SP,3897519,Key West,FL,6/30/2025,"1,164,458","49,073"
"Iowa River Bancorp, Inc.",BHC-SP,3916317,Marshalltown,IA,6/30/2025,"304,283","41,097"
"Haven Bancorp, Mhc",BHC-SP,3948439,Hoboken,NJ,6/30/2025,"1,031,089","90,152"
"Haven Bancorp, Inc.",BHC-SP,3948466,Hoboken,NJ,6/30/2025,"1,031,089","90,136"
"First Missouri Bancshares, Inc.",BHC-SP,3963526,Brookfield,MO,6/30/2025,"602,831","67,294"
"Platte Valley Bancorp, Inc.",BHC-SP,4045027,North Bend,NE,6/30/2025,"104,327","14,660"
"First Peoples Bancorp, Inc.",BHC-SP,4166397,Jefferson City,TN,6/30/2025,"212,556","15,648"
"Southern Community Bancshares, Inc.",BHC-SP,4260727,Cullman,AL,6/30/2025,"91,845","12,659"
"Mta Bancshares, Inc.",BHC-SP,4276344,Seagoville,TX,6/30/2025,"356,630","39,746"
"Hpb Holdings, Inc.",BHC-SP,4305459,Decatur,IL,6/30/2025,"736,923","74,844"
First Illinois Corporation,BHC-SP,4305477,Decatur,IL,6/30/2025,"736,863","77,286"
"Mcgregor Bancshares, Inc.",BHC-SP,4619437,Mc Gregor,TX,6/30/2025,"982,075","81,086"
FFB Bancorp,BHC-SP,4666280,Fresno,CA,6/30/2025,"1,482,733","173,907"
"Csbo Holdings, Inc.",BHC-SP,4897721,Ouray,CO,6/30/2025,"217,664","14,079"
"Private Bancorp Of America, Inc.",BHC-SP,4907219,La Jolla,CA,6/30/2025,"2,454,880","246,940"
"Stone Bancshares, Inc.",BHC-SP,4928344,Mountain View,AR,6/30/2025,"873,837","66,259"
"Paradise Bancorp, Inc.",BHC-SP,4977342,Boca Raton,FL,6/30/2025,"453,606","29,830"
"Fayette Bancshares, Inc.",BHC-SP,4993173,La Grange,TX,6/30/2025,"468,859","35,109"
"Central Kansas Bancshares, Inc.",BHC-SP,5050578,Woodbine,KS,6/30/2025,"83,752","5,680"
"D2 Alliances, Llc",BHC-SP,5139969,Fort Worth,TX,6/30/2025,"690,797","80,638"
Bolc Corp.,BHC-SP,5140312,Fayetteville,TN,6/30/2025,"400,031","42,739"
"Benic Holdings, Inc.",BHC-SP,5217915,Coon Rapids,MN,6/30/2025,"99,257","9,763"
Merit Holdings Llc,BHC-SP,5335378,Huntsville,AL,6/30/2025,"459,268","40,375"
Hsb Merger Co.,BHC-SP,5382251,Hershey,NE,6/30/2025,"119,574","13,556"
"Greenback Fincorp, Inc.",BHC-SP,5529654,Austin,TX,6/30/2025,"504,167","22,341"
"Dmg Bancshares, Inc.",BHC-SP,5553435,Irvine,CA,6/30/2025,"429,129","60,924"
Double Bottomline Corp.,BHC-SP,5614420,Caldwell,OH,6/30/2025,"271,494","58,888"
"Oak View Bankshares, Inc.",BHC-SP,5619706,Warrenton,VA,6/30/2025,"773,042","51,198"
15 Beach Mhc,BHC-SP,5651443,Quincy,MA,6/30/2025,"366,927","41,751"
"Uscb Financial Holdings, Inc.",BHC-SP,5681262,Doral,FL,6/30/2025,"2,719,474","231,583"
"Cnb Holdings, Inc.",BHC-SP,5690367,Monmouth,IL,6/30/2025,"54,653","6,500"
"Mo/ark Bancshares, Inc.",BHC-SP,5812954,Hollister,MO,6/30/2025,"911,382","6,513"
Vista Holding Company,BHC-SP,5840210,Harveyville,KS,6/30/2025,"38,200","9,022"
State Holding Inc.,BHC-SP,5884885,Richmond,MO,6/30/2025,"94,390","9,871"
"Riverwind Bancshares, Inc.",BHC-SP,5886094,Augusta,AR,6/30/2025,"147,209","8,387"
Tom Bean Bank Holding Company,BHC-SP,5903209,Hope,AR,6/30/2025,"143,657","16,702"
"Integrity Bancorp, Inc.",BHC-SP,5933055,Houston,TX,6/30/2025,"109,101","47,215"
"Magnolia Bancorp, Inc",BHC-SP,5975167,Metairie,LA,6/30/2025,"37,106","20,081"
Woodtrust Financial Corporation,BHC-SP,1020582,Wisconsin Rapids,WI,6/30/2025,"653,694","62,926"
Brighton Bancorp,BHC-SP,1027947,Salt Lake City,UT,6/30/2025,"322,934","29,731"
473 Broadway Holding Corporation,BHC-SP,1035157,Saratoga Springs,NY,6/30/2025,"89,264","89,264"
Jeffersonville Bancorp,BHC-SP,1048504,Jeffersonville,NY,6/30/2025,"664,382","96,515"
Isham Management Company,BHC-SP,1050794,Gordon,NE,6/30/2025,"376,604","46,834"
First Laurel Security Co.,BHC-SP,1051009,Laurel,NE,6/30/2025,"319,355","22,423"
Williams Financial Corp.,BHC-SP,1053311,Gothenburg,NE,6/30/2025,"321,220","27,765"
Duroc Investment Company,BHC-SP,1053973,Table Rock,NE,6/30/2025,"146,346","13,921"
"Locust Grove Banshares, Incorporated",BHC-SP,1054729,Pryor,OK,6/30/2025,"52,912","6,212"
Midland Financial Corporation,BHC-SP,1054840,Casper,WY,6/30/2025,"1,010,823","86,286"
"Pieper Bancorp, Inc.",BHC-SP,1055119,Calhan,CO,6/30/2025,"413,444","23,004"
First Of Grandfield Corporation,BHC-SP,1056723,Edmond,OK,6/30/2025,"284,166","16,916"
"Lakin Bancshares, Inc.",BHC-SP,1061594,Lakin,KS,6/30/2025,"328,545","36,399"
Chisholm Trail Financial Corporation,BHC-SP,1061772,Wichita,KS,6/30/2025,"257,899","20,128"
First State Financial Corporation,BHC-SP,1062425,Overland Park,KS,6/30/2025,"261,773","31,251"
First Pioneer Bank Corp.,BHC-SP,1062528,Brush,CO,6/30/2025,"352,244","48,960"
"Holyrood Bancshares, Inc.",BHC-SP,1062788,Holyrood,KS,6/30/2025,"65,425","10,677"
First Midwest Acquisition Corporation,BHC-SP,1063619,Midwest City,OK,6/30/2025,"486,451","53,779"
"Williams Holding Company, Inc.",BHC-SP,1064513,Halstead,KS,6/30/2025,"194,629","14,657"
"Galva Bancshares, Inc.",BHC-SP,1064689,Galva,KS,6/30/2025,"159,544","9,592"
"Clark Bancshares, Inc.",BHC-SP,1065266,Clarks,NE,6/30/2025,"58,396","4,862"
"Western Bancshares Of New Mexico,inc.",BHC-SP,1065453,Artesia,NM,6/30/2025,"353,080","29,465"
"Buffalo Bancshares, Inc.",BHC-SP,1065864,Buffalo,OK,6/30/2025,"67,202","8,849"
"Dighton National Bancshares, Inc.",BHC-SP,1066946,Dighton,KS,6/30/2025,"83,391","12,200"
Banner County Ban Corporation,BHC-SP,1067028,Harrisburg,NE,6/30/2025,"355,612","25,390"
"Csb Bancshares, Inc.",BHC-SP,1067242,Ellsworth,KS,6/30/2025,"263,151","16,931"
First Financial Corporation,BHC-SP,1067514,Wellington,KS,6/30/2025,"159,164","9,940"
Tonti Financial Corporation,BHC-SP,1069714,Columbus,OH,6/30/2025,"281,955","84,760"
"Mountain Bancorp, Inc.",BHC-SP,1071249,West Liberty,KY,6/30/2025,"98,165","9,450"
Old Point Financial Corporation,BHC-SP,1076673,Hampton,VA,6/30/2025,"1,402,527","118,135"
"Port City Holding Company, Inc.",BHC-SP,1082601,Bainbridge,GA,6/30/2025,"580,564","53,648"
United Bank Corporation,BHC-SP,1082777,Barnesville,GA,6/30/2025,"2,173,841","287,472"
Bancsouth Corporation,BHC-SP,1084061,Dothan,AL,6/30/2025,"210,410","40,770"
West Alabama Capital Corp.,BHC-SP,1085255,Reform,AL,6/30/2025,"947,479","68,149"
"Peoples Bankshares, Inc.",BHC-SP,1085901,Eatonton,GA,6/30/2025,"267,454","29,671"
"T & C Bancorp, Inc.",BHC-SP,1095816,Quincy,IL,6/30/2025,"321,777","40,384"
"West Tennessee Bancshares, Inc.",BHC-SP,1097249,Bartlett,TN,6/30/2025,"590,357","21,163"
"Cnb Of Lebanon Bancorp, Inc.",BHC-SP,1098639,Lebanon,KY,6/30/2025,"152,920","8,218"
"Lbt Bancshares, Inc.",BHC-SP,1099195,Litchfield,IL,6/30/2025,"620,526","66,205"
"First National Bancorporation In Carlyle, Inc.",BHC-SP,1099618,Carlyle,IL,6/30/2025,"293,076","26,514"
"Cendera Financial Holdings, Inc.",BHC-SP,1104567,Bells,TX,6/30/2025,"228,092","24,635"
"Floyd County Bancshares, Inc.",BHC-SP,1104941,Floydada,TX,6/30/2025,"170,284","20,193"
"First Baird Bancshares, Inc.",BHC-SP,1105751,Willow Park,TX,6/30/2025,"1,014,968","86,526"
"Moody Bancshares, Inc.",BHC-SP,1107522,Galveston,TX,6/30/2025,"1,639,418","170,134"
"Nacogdoches Commercial Bancshares, Inc.",BHC-SP,1107595,Nacogdoches,TX,6/30/2025,"1,589,009","144,139"
"First Graham Bancorp, Inc.",BHC-SP,1107700,Graham,TX,6/30/2025,"946,642","98,231"
First New Mexico Financial Corporation,BHC-SP,1107830,Deming,NM,6/30/2025,"562,704","89,616"
"Fidelity Bancshares, Inc.",BHC-SP,1108501,Waco,TX,6/30/2025,"137,498","30,212"
"Firstperryton Bancorp, Inc.",BHC-SP,1108707,Perryton,TX,6/30/2025,"1,862,614","118,642"
"Union Bankshares, Inc.",BHC-SP,1114940,Morrisville,VT,6/30/2025,"1,480,364","71,258"
"Hibshman Trust For Ephrata National Bank Stock, The",BHC-SP,1116681,Ephrata,PA,6/30/2025,"2,225,903","1,562"
Ellingson Corporation,BHC-SP,1121881,Kenyon,MN,6/30/2025,"67,108","8,981"
Cass Lake Company,BHC-SP,1123009,Cass Lake,MN,6/30/2025,"33,255","3,688"
"Sterling Financial Group, Inc.",BHC-SP,1123410,Rochester,MN,6/30/2025,"516,398","22,271"
"Peoples Bankshares, Inc.",BHC-SP,1124024,Mora,MN,6/30/2025,"322,980","20,461"
Hopkins Financial Corporation,BHC-SP,1125740,Mitchell,SD,6/30/2025,"1,516,853","80,959"
"Welcome Bancshares, Inc.",BHC-SP,1126073,Welcome,MN,6/30/2025,"43,092","5,424"
"Gebsco, Inc.",BHC-SP,1126082,Mondovi,WI,6/30/2025,"236,642","21,519"
"Faribault Bancshares, Inc.",BHC-SP,1126158,Faribault,MN,6/30/2025,"313,426","19,051"
"Adams Bancshares, Inc.",BHC-SP,1126738,Adams,MN,6/30/2025,"225,197","21,516"
Progressive Growth Corp.,BHC-SP,1126877,Gaylord,MN,6/30/2025,"418,963","2,720"
"Financial Services Of Lowry, Inc.",BHC-SP,1127016,Lowry,MN,6/30/2025,"177,164","12,340"
"Gale Bank Holding Company, Inc.",BHC-SP,1127249,Galesville,WI,6/30/2025,"154,378","19,235"
"Warroad Bancshares, Inc.",BHC-SP,1127986,Warroad,MN,6/30/2025,"141,562","15,387"
"First Leroy Bancorporation, Inc.",BHC-SP,1128899,Le Roy,MN,6/30/2025,"97,900","10,978"
"Citizens Bancshares, Inc.",BHC-SP,1129047,Royal Oak,MI,6/30/2025,"410,646","35,589"
"Austin Colony, Inc.",BHC-SP,1130829,Lake Jackson,TX,6/30/2025,"226,730","3,684"
Community State Bancorporation,BHC-SP,1131424,Spencer,IA,6/30/2025,"321,378","15,844"
Republic Financial Corporation,BHC-SP,1131451,Wichita,KS,6/30/2025,"534,026","49,257"
First State Holding Corp.,BHC-SP,1132289,Sulligent,AL,6/30/2025,"131,296","18,410"
"Lake Park Bancshares, Inc.",BHC-SP,1132793,Lake Park,MN,6/30/2025,"43,483","3,948"
"Farmers Bancshares, Inc.",BHC-SP,1132814,Pomeroy,OH,6/30/2025,"461,900","36,934"
"Cattail Bancshares, Inc.",BHC-SP,1133549,Atwater,MN,6/30/2025,"344,440","25,824"
Fulda Bancorporation Inc.,BHC-SP,1133567,Britton,SD,6/30/2025,"451,797","44,837"
"First Bancorp Of Taylorville, Inc.",BHC-SP,1133585,Taylorville,IL,6/30/2025,"320,047","35,734"
Dentel Bancorporation,BHC-SP,1133615,Ames,IA,6/30/2025,"331,205","140,647"
"Sonata Financial Holdings, Inc.",BHC-SP,1134229,Sebree,KY,6/30/2025,"232,758","9,499"
First Independence Corporation,BHC-SP,1134564,Detroit,MI,6/30/2025,"702,098","19,103"
Headquarters Holding Company,BHC-SP,1134603,Ava,IL,6/30/2025,"77,229","8,152"
"Wichita Falls Bancshares, Inc.",BHC-SP,1137538,Wichita Falls,TX,6/30/2025,"1,383,563","100,386"
"Shelby County Bancorp, Inc.",BHC-SP,1138058,Shelbyville,IL,6/30/2025,"358,029","23,234"
"Anderson Bancshares, Inc.",BHC-SP,1138197,Mullins,SC,6/30/2025,"2,188,973","174,106"
Community Bankers Corporation,BHC-SP,1138928,Indiana,PA,6/30/2025,"424,358","20,940"
"Louise Bancshares, Inc.",BHC-SP,1141021,Louise,TX,6/30/2025,"812,778","58,259"
"Silex Bancshares, Inc.",BHC-SP,1141263,Silex,MO,6/30/2025,"93,730","12,694"
"Star Financial Group, Inc.",BHC-SP,1141647,Fort Wayne,IN,6/30/2025,"3,016,711","230,063"
"Honat Bancorp, Inc.",BHC-SP,1144107,Honesdale,PA,6/30/2025,"1,071,951","138,202"
Pioneer Development Company,BHC-SP,1200665,Sergeant Bluff,IA,6/30/2025,"296,453","20,116"
"United Iowa Bancshares, Inc.",BHC-SP,1200964,Newton,IA,6/30/2025,"105,520","7,828"
R & B Management Corporation,BHC-SP,1201804,Washington,IL,6/30/2025,"80,139","5,582"
Fayette Bancorporation,BHC-SP,1204355,Marion,IA,6/30/2025,"108,503","11,947"
"Tigerton Bancorporation, Inc.",BHC-SP,1204720,Tigerton,WI,6/30/2025,"28,391","3,798"
Morning Sun Bank Corp.,BHC-SP,1205156,Morning Sun,IA,6/30/2025,"164,607","16,390"
Hardin County Bancorporation,BHC-SP,1205240,Eldora,IA,6/30/2025,"362,979","11,215"
"Banner Bancorp, Ltd",BHC-SP,1207691,Birnamwood,WI,6/30/2025,"122,927","16,817"
"Ts Banking Group, Inc.",BHC-SP,1207785,Treynor,IA,6/30/2025,"482,875","2,349"
"Illinois National Bancorp, Inc.",BHC-SP,1208054,Springfield,IL,6/30/2025,"2,449,916","202,955"
"Halbur Bancshares, Inc.",BHC-SP,1209024,Westside,IA,6/30/2025,"245,521","10,891"
"First State Bancorp Of Monticello, Inc.",BHC-SP,1209471,Monticello,IL,6/30/2025,"515,337","38,298"
"Park Bancorporation, Inc.",BHC-SP,1209716,Madison,WI,6/30/2025,"1,497,749","122,161"
"Clarkel, Inc.",BHC-SP,1209798,Kesley,IA,6/30/2025,"361,928","40,013"
"Elmwood Bancshares, Inc.",BHC-SP,1209819,Elmwood,IL,6/30/2025,"62,730","1,579"
"Bankers Bancorporation, Inc.",BHC-SP,1209958,Madison,WI,6/30/2025,"1,435,788","153,256"
"Stillman Banccorp, Inc.",BHC-SP,1210646,Stillman Valley,IL,6/30/2025,"613,181","42,237"
"Pearl City Bancorp, Inc.",BHC-SP,1246720,Pearl City,IL,6/30/2025,"72,814","6,827"
"Forsyth Bancshares, Inc.",BHC-SP,1247017,Forsyth,MT,6/30/2025,"150,814","13,502"
"Elkcorp, Inc.",BHC-SP,1248041,Clyde,KS,6/30/2025,"133,369","9,457"
"Market Place Bancshares, Inc.",BHC-SP,1249048,Champaign,IL,6/30/2025,"233,941","25,579"
"Southeastern Bancorp, Inc.",BHC-SP,1250679,Greeleyville,SC,6/30/2025,"147,978","14,185"
"Calhoun Bankshares, Inc.",BHC-SP,1357046,Grantsville,WV,6/30/2025,"201,413","20,494"
"First State Bankshares, Inc.",BHC-SP,1417137,Spearman,TX,6/30/2025,"180,467","21,657"
"Lonoke Bancshares, Inc.",BHC-SP,1491614,Lonoke,AR,6/30/2025,"316,885","25,132"
"Huron National Bancorp, Inc.",BHC-SP,1491771,Rogers City,MI,6/30/2025,"88,838","11,562"
"Logan Bancorporation, Inc.",BHC-SP,1492282,Logan,IA,6/30/2025,"85,504","6,542"
Cbs Banc-corp.,BHC-SP,1493654,Russellville,AL,6/30/2025,"2,815,833","105,654"
Minden Exchange Company,BHC-SP,1494334,Minden,NE,6/30/2025,"192,001","37,574"
"PrimeSouth Bancshares, Inc.",BHC-SP,1841321,Waycross,GA,6/30/2025,"1,412,378","130,326"
"Columbus Bancorp, Inc.",BHC-SP,1898008,Columbus,TX,6/30/2025,"144,285","18,739"
"Columbia Bancorp-Delaware, Inc.",BHC-SP,1898017,Wilmington,DE,6/30/2025,0,0
"State National Bancshares, Inc.",BHC-SP,1965768,Wayne,NE,6/30/2025,"252,639","19,197"
"Fsb Bankshares, Inc.",BHC-SP,2006471,Fowler,KS,6/30/2025,"84,131","8,456"
"Cherokee County Bancshares, Inc.",BHC-SP,2011952,Hulbert,OK,6/30/2025,"421,305","47,130"
Cornhusker Growth Corporation,BHC-SP,2022529,Lincoln,NE,6/30/2025,"1,030,684","73,872"
"Hawthorn Bancshares, Inc",BHC-SP,2038409,Jefferson City,MO,6/30/2025,"1,877,417","156,823"
Carbon County Holding Company,BHC-SP,2043346,Rawlins,WY,6/30/2025,"276,929","29,431"
"Ub, Inc.",BHC-SP,2090779,Unadilla,NE,6/30/2025,"115,930","18,445"
"Jones Bancshares, L.P.",BHC-SP,2135812,Waycross,GA,6/30/2025,"1,418,212","112,856"
"Clay Bancshares, Inc",BHC-SP,2186186,Flora,IL,6/30/2025,"117,732","6,515"
Prophetstown Banking Co.,BHC-SP,2198563,Prophetstown,IL,6/30/2025,"903,411","116,286"
"Fm Group, Inc.",BHC-SP,2230249,Milligan,NE,6/30/2025,"187,845","20,858"
"Palmer Bancshares, Inc.",BHC-SP,2251132,Palmer,TX,6/30/2025,"117,432","8,424"
"Heritage Bancshares, Inc.",BHC-SP,2257116,White Hall,WV,6/30/2025,"377,158","23,281"
"Menard Bancshares, Inc.",BHC-SP,2291295,Menard,TX,6/30/2025,"83,253","5,543"
First Commercial Financial Corp,BHC-SP,2299992,Seguin,TX,6/30/2025,"525,511","55,786"
Farmers State Holding Corp.,BHC-SP,2321398,Harrisburg,IL,6/30/2025,"350,148","19,206"
"Lake Ridge Bancorp, Inc.",BHC-SP,2336806,Monona,WI,6/30/2025,"3,103,536","277,973"
Passumpsic Bancorp,BHC-SP,2337081,Saint Johnsbury,VT,6/30/2025,"881,477","116,873"
"Bay Bancorporation, Inc.",BHC-SP,2340867,Green Bay,WI,6/30/2025,"302,898","25,356"
"Butte Bank Shares, Inc.",BHC-SP,2351247,Butte,MT,6/30/2025,"69,208","8,843"
"Thumb Bancorp, Inc.",BHC-SP,2351939,Pigeon,MI,6/30/2025,"648,887","49,148"
"Grandview Bankshares, Inc.",BHC-SP,2355870,Hulbert,OK,6/30/2025,"423,164","9,520"
Quanah Financial Corporation,BHC-SP,2366746,Quanah,TX,6/30/2025,"102,007","7,810"
Storm Lake Security Bancorporation,BHC-SP,2382344,Storm Lake,IA,6/30/2025,"268,563","23,954"
American Midwest Financial Corporation,BHC-SP,2389996,Rochester,IN,6/30/2025,"657,294","60,083"
Mutual Holding Company Of Western Pennsylvania,BHC-SP,2394628,Bethel Park,PA,6/30/2025,"1,041,260","101,030"
"Magnolia Bankshares, Inc.",BHC-SP,2453936,Eastman,GA,6/30/2025,"197,556","30,266"
"First Bancshares, Inc.",BHC-SP,2484417,Mountain Grove,MO,6/30/2025,"547,319","62,337"
"Platte Valley Financial Service Companies, Inc.",BHC-SP,2511014,Scottsbluff,NE,6/30/2025,"2,445,337","231,653"
"Northeast Indiana Bancorp, Inc.",BHC-SP,2514136,Huntington,IN,6/30/2025,"556,841","50,396"
"Anb Bancshares, Inc.",BHC-SP,2536642,Gonzales,TX,6/30/2025,"690,964","74,955"
Armstrong Financial Co.,BHC-SP,2540283,Minden,NE,6/30/2025,"192,001","33,602"
"Hohl Financial, Inc.",BHC-SP,2566247,Wahoo,NE,6/30/2025,"117,624","8,542"
"OSB Bancorp, Inc.",BHC-SP,2582452,Osgood,OH,6/30/2025,"483,176","37,315"
"Fsb Bancorp, Mhc",BHC-SP,2596758,Farmington,ME,6/30/2025,"755,236","130,565"
"Fsb Bancorp, Inc.",BHC-SP,2596767,Farmington,ME,6/30/2025,"755,186","130,515"
"Olympic Bancorp, Inc.",BHC-SP,2603991,Port Orchard,WA,6/30/2025,"1,694,367","133,811"
"Carson Financial Holding Company, Inc.",BHC-SP,2606321,Stilwell,OK,6/30/2025,"165,359","6,758"
"Roseau Realty Co., Inc.",BHC-SP,2613589,Roseau,MN,6/30/2025,"278,929","34,581"
"Roscoe Community Bankshares, Inc.",BHC-SP,2619059,Roscoe,SD,6/30/2025,"138,564","19,299"
"Panhandle Bancshares, Inc.",BHC-SP,2623001,Guymon,OK,6/30/2025,"541,040","75,553"
"Capital Community Bancorporation, Inc.",BHC-SP,2641621,Pleasant Grove,UT,6/30/2025,"1,188,858","137,874"
Johnston Growth Corporation,BHC-SP,2646037,Johnston,IA,6/30/2025,"215,215","21,681"
"Southern Bankshares, Inc.",BHC-SP,2662596,Claxton,GA,6/30/2025,"239,365","35,986"
"Machias Bancorp, Mhc",BHC-SP,2728577,Machias,ME,6/30/2025,"2,613,456","283,827"
"Machias Bancorp, Inc.",BHC-SP,2728586,Machias,ME,6/30/2025,"2,611,219","275,851"
Seed Money Limited Partnership,BHC-SP,2730048,Allison Park,PA,6/30/2025,"481,617","4,992"
"Carthage State Bancshares, Inc.",BHC-SP,2767512,Carthage,TX,6/30/2025,"531,457","48,272"
"Midwest Bankcentre, Inc.",BHC-SP,2803719,Saint Louis,MO,6/30/2025,"2,972,399","273,504"
"Branson Bancshares, Inc",BHC-SP,2861812,Branson,MO,6/30/2025,"366,592","40,640"
"Murphy-payne Investments, Ltd.",BHC-SP,2904960,Carthage,TX,6/30/2025,"263,455","24,149"
"Peoples Financial Group, Inc.",BHC-SP,2916020,Iva,SC,6/30/2025,"435,132","43,855"
Fnb Financial Corporation,BHC-SP,2921695,Las Vegas,NM,6/30/2025,"315,454","20,178"
"Grace Investment Company, Inc.",BHC-SP,2942850,Alva,OK,6/30/2025,"553,684","79,445"
"Savings Bancorp, Inc.",BHC-SP,2950716,Circleville,OH,6/30/2025,"519,643","40,829"
"Triple J Financial, Inc.",BHC-SP,2952541,Claude,TX,6/30/2025,"272,098","23,579"
"Msb Bankshares, Inc.",BHC-SP,2962344,Iron River,MI,6/30/2025,"141,344","14,565"
Central Ohio Bancorp,BHC-SP,3015612,Waverly,OH,6/30/2025,"209,841","18,518"
"Eagle Bancshares, Inc.",BHC-SP,3045815,Cashton,WI,6/30/2025,"135,989","12,906"
"South Group Bancshares, Inc.",BHC-SP,3049569,Glennville,GA,6/30/2025,"249,472","26,093"
"First Reliance Bancshares, Inc.",BHC-SP,3070312,Florence,SC,6/30/2025,"1,102,203","85,900"
"Savanna-thomson Investment, Inc.",BHC-SP,3084999,Savanna,IL,6/30/2025,"198,579","11,958"
"Kilmichael Bancorp, Inc.",BHC-SP,3097850,Kilmichael,MS,6/30/2025,"317,667","14,638"
Plumas Bancorp,BHC-SP,3098576,Reno,NV,6/30/2025,"1,628,517","193,079"
"Tri-county Bancshares, Inc",BHC-SP,3122837,Beecher City,IL,6/30/2025,"109,215","16,166"
"Wheeler Bancshares, Inc.",BHC-SP,3124822,Alamo,GA,6/30/2025,"168,855","22,448"
"Foj Partners Ii, L.P.",BHC-SP,3137037,Union,SC,6/30/2025,"50,107","9,454"
Pinnacle Financial Corporation,BHC-SP,3145966,Elberton,GA,6/30/2025,"2,256,326","195,898"
"Page Bancshares, Inc.",BHC-SP,3201086,Liberty,MO,6/30/2025,"393,564","33,705"
"Bainbridge Bancshares, Inc.",BHC-SP,3232361,Bainbridge,GA,6/30/2025,"343,114","12,906"
"Western Bancorporation, Inc.",BHC-SP,3271267,Duluth,MN,6/30/2025,"158,352","10,188"
