,,,,,,,,,,,,,,,,,,,,TCE,,,,,Un. Loss - T,,Un. Loss - T-1,,,,TCE Adj.,,TCE Adj.,,,Aggregate,,,6.0%,,Ticker,Per Share,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,Tangible Common Equity,,,,,,,,,,,,,,,Intangibles,,,,,,,,,,,,,,,Municipals,,,,,,,,,,,,,,
Ticker,BHC,Bank 1,Bank 2,Bank 3,Bank 4,Bank 5,Bank 6,Bank 7,Bank 8,Bank 9,Bank 10,Bank 11,Bank 12,Bank 13,Bank 14,Bank 15,,Large?,,GAAP,Large,Small,Bank,Bank Intang.,AFS,HTM,AFS,HTM,S/O,SP?,Non-SP,SP,Non-SP,SP,,TCE,Adj. TCE,Mark. TCE,,,,TCE,Adj. TCE,Mark. TCE,Kanter Adj. TCE,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
CNBA,2434104,231279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"7,174","6,373",0,-14,0,-31,0,"654,684",1,14,31,0,-17,,"7,174","7,205","7,157","7,205",,CNBA,10.96,11.00,10.93,11.00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNBB,3340015,682143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"102,170","105,955","2,591","-2,064","-2,527","-2,442","-2,890","2,094,557",1,"2,064","2,442","-2,527","-3,268",,"102,170","104,612","98,902","103,563",,CNBB,48.78,49.94,47.22,49.44,,"43,439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"80,371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77,619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"76,841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"105,955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNBN,1245460,613343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"111,049","118,834","22,936","-37,141",0,"-39,192",0,"5,428,907",1,"37,141","39,192",0,"-2,051",,"111,049","150,241","108,998","136,784",,CNBN,20.46,27.67,20.08,25.20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"420,822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"371,301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"422,112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"369,856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"118,834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,224285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNBP,2929383,2929392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"84,456","98,730",0,"-3,503",0,"-4,176",0,"983,705",1,"3,503","4,176",0,-674,,"84,456","88,632","83,783","87,725",,CNBP,85.86,90.10,85.17,89.18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"214,059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"209,389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"220,915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"215,347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"98,730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNBW,1134108,631422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"187,320","171,476",0,"-7,592","-24,629","-10,498","-28,982","1,571,559",1,"7,592","10,498","-24,629","-31,889",,"187,320","197,818","155,432","195,203",,CNBW,119.19,125.87,98.90,124.21,,"437,321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"404,483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"427,555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"388,912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"415,628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"405,506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"421,243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"407,246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"171,476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNBZ,1135422,773742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"16,506","13,021",0,"-21,997",-27,"-25,503",13,"1,210,712",1,"21,997","25,503",-27,"-3,494",,"16,506","42,009","13,013","41,355",,CNBZ,13.63,34.70,10.75,34.16,,"5,970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"207,389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"178,060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"212,265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"178,261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNND,1133503,161602,3952904,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"392,478",NA,"411,165","8,818","-17,730","-41,926","-22,445","-49,079","1,825,829",0,"17,730","22,445","-41,926","-53,794",,"392,478","410,208","350,552","406,591",,CNND,214.96,224.67,192.00,222.69,,"436,832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"380,931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"448,527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"383,089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"506,968",528,0,0,0,0,0,0,0,0,0,0,0,0,0,"483,328",528,0,0,0,0,0,0,0,0,0,0,0,0,0,"518,939",528,0,0,0,0,0,0,0,0,0,0,0,0,0,"489,013",527,0,0,0,0,0,0,0,0,0,0,0,0,0,"406,097","5,068",0,0,0,0,0,0,0,0,0,0,0,0,0,"8,818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNOB,1048764,3317932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"1,103,578",NA,"1,076,364","212,732","-65,938",0,"-71,693",0,"50,270,162",0,"65,938","71,693",0,"-5,755",,"1,103,578","1,169,516","1,103,578","1,162,396",,CNOB,21.95,23.26,21.95,23.12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"724,723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"636,806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"708,437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"612,847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,076,364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"212,732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,118657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNUN,1070765,754826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"143,639","139,339","6,838","-11,530","-13,545","-12,403","-15,495","1,308,000",1,"11,530","12,403","-13,545","-16,368",,"143,639","156,042","127,271","150,497",,CNUN,109.82,119.30,97.30,115.06,,"202,275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"184,215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"200,205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"179,545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125,824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110,451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"127,308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110,771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"139,339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COF,2277860,112837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"59,057,603",NA,"44,252,784","14,941,161","-6,445,393",0,"-7,504,490",0,"639,500,000",0,"6,445,393","7,504,490",0,"-1,059,098",,"59,057,603","65,502,996","59,057,603","65,502,996",,COF,92.35,102.43,92.35,102.43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92,604,072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"84,010,215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92,673,209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"82,667,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,252,784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,941,161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COFS,1139297,324340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"271,610",NA,"312,022","161,668","-54,568","-37,659","-45,502","-41,656","15,008,864",0,"54,568","45,502","-37,659","-32,590",,"271,610","326,178","233,951","300,724",,COFS,18.10,21.73,15.59,20.04,,"394,434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"344,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"394,534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"338,993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"553,407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"480,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"539,786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"479,117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"312,022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"161,668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,424237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLB,2078816,143662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"3,880,911",NA,"4,101,183","1,486,934","-340,056",441,"-437,786",452,"210,213,000",0,"340,056","437,786",441,"-97,278",,"3,880,911","4,220,967","3,881,352","4,159,716",,COLB,18.46,20.08,18.46,19.79,,"2,057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,682,213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,228,805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,858,329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,274,615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,101,183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,486,934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COSO,3274727,3274709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"204,259","214,613","5,106","-16,355",0,"-18,304",0,"10,278,921",1,"16,355","18,304",0,"-1,949",,"204,259","222,563","202,310","219,347",,COSO,19.87,21.65,19.68,21.34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"347,284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"325,478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"359,672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"335,267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"214,613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,53597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPBI,5860179,317379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"84,646","64,617",0,"-3,458",3,"-4,205",3,"4,223,278",1,"3,458","4,205",3,-744,,"84,646","88,851","83,902","88,416",,CPBI,20.04,21.04,19.87,20.94,,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62,641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57,035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64,617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPF,1022764,701062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"568,873",NA,"637,245",0,"-68,122","-58,478","-79,587","-67,687","26,981,436",0,"68,122","79,587","-58,478","-79,152",,"568,873","636,995","510,395","627,356",,CPF,21.08,23.61,18.92,23.25,,"589,688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"511,717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"596,930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"506,681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"871,208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"780,379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"843,774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"737,658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"637,245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPKF,1075881,214722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"109,657",NA,"144,416","7,070","-22,946",0,"-30,932",0,"4,692,022",0,"22,946","30,932",0,"-7,986",,"109,657","132,603","109,657","125,784",,CPKF,23.37,28.26,23.37,26.81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"576,268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"545,673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"540,018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"498,775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"144,416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,113646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRZY,3835100,108072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"16,539","15,424",132,"-3,842",0,"-4,327",0,"530,014",1,"3,842","4,327",0,-485,,"16,539","20,866","16,054","20,833",,CRZY,31.20,39.37,30.29,39.31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSBB,1967865,189129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"116,955","112,756","4,728","-5,803","-20,642","-6,977","-23,780","2,638,921",1,"5,803","6,977","-20,642","-24,953",,"116,955","123,932","92,002","122,922",,CSBB,44.32,46.96,34.86,46.58,,"200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"172,478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"204,309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"172,603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"127,165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"119,428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"134,736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125,434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"112,756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSHX,0,574976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,NA,"230,089","10,141","-42,080","-6,431","-46,489","-7,943","3,900,683",0,"42,080","46,489","-6,431","-12,353",,"230,089","272,169","223,658","256,137",,CSHX,58.99,69.77,57.34,65.66,,"128,604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"120,029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"119,679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"806,867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"750,761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"778,493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"716,508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"230,089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,267199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTBI,1070644,509811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"741,379",NA,"741,342","60,517","-83,866",0,"-95,877",0,"18,105,000",0,"83,866","95,877",0,"-12,011",,"741,379","825,245","741,379","810,709",,CTBI,40.95,45.58,40.95,44.78,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,090,538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"978,717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,154,832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,026,996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"741,342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,242264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTUY,4211831,345877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"88,003","91,017","3,108",-374,-285,"-1,403",-286,"1,852,129",1,374,"1,403",-285,"-1,314",,"88,003","89,406","86,689","88,056",,CTUY,47.51,48.27,46.81,47.54,,"1,735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"108,183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107,684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"98,561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96,691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"91,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTYP,1138928,947525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"20,574","21,189",366,"-9,532",-30,"-10,600",-62,"2,257,729",1,"9,532","10,600",-30,"-1,130",,"20,574","31,174","19,445","29,772",,CTYP,9.11,13.81,8.61,13.19,,"1,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"81,392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"79,919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUBI,4284536,2354985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"1,775,187",NA,"1,822,540","6,481","-53,086","-38,717","-76,865","-42,945","31,606,934",0,"53,086","76,865","-38,717","-66,725",,"1,775,187","1,828,273","1,736,470","1,828,273",,CUBI,56.16,57.84,54.94,57.84,,"938,161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"886,538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"991,937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"934,677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,095,218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,024,437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,087,925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,985,438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,822,540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CULL,4096494,934673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"95,761","79,663",0,"-2,588",0,"-2,967",0,"6,134,098",1,"2,588","2,967",0,-379,,"95,761","98,728","95,382","98,005",,CULL,15.61,16.09,15.55,15.98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"79,663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVBF,1029222,933966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"1,466,843",NA,"1,437,466","774,634","-290,504","-295,540","-341,200","-318,993","137,825,465",0,"290,504","341,200","-295,540","-369,689",,"1,466,843","1,757,347","1,171,303","1,728,884",,CVBF,10.64,12.75,8.50,12.54,,"2,359,141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,965,088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,379,668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,954,344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,920,979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,533,640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,995,621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,540,688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,437,466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"774,634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,474393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWBC,2935405,703767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"272,078",NA,"329,130","108,196","-42,350","-21,015","-44,406","-20,949","19,130,508",0,"42,350","44,406","-21,015","-23,006",,"272,078","314,428","251,063","293,163",,CWBC,14.22,16.44,13.12,15.32,,"302,134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"274,114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"302,515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"274,583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"525,499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"469,033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"536,321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"477,113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"329,130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"108,196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,354407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
